MAP_ID,IN_JAN,IN_FEB,IN_MAR,IN_APR,IN_MAY,IN_JUN,IN_JUL,IN_AUG,IN_SEP,IN_OCT,IN_NOV,IN_DEC,DESC_ALERT,DESC_FIRE,DESC_OTHER,DESC_NEW,NB_UNITS,Median_NrIncidentsLastWeek,Median_NrIncidentsLastMonth,Median_NrCrimesLastWeek,Median_NrCrimesLastMonth,Median_NrIncidentsLastWeekPast,Median_NrIncidentsLastMonthPast,Median_NrCrimesLastWeekPast,Median_NrCrimesLastMonthPast,NB_PROPERTIES,FLOORS,HOUSINGS,YEAR_CONSTRUCTION,LAND_AREA,BUILDING_AREA,USAGE_LOGEMENT,CATEGORY_REGULAR,CATEGORY_CONDOMINIUM,NB_INCIDENTS
10-65,0.048,0.048,0,0.048,0.095,0.19,0.381,0,0,0.143,0.048,0,0.81,0.048,0.143,0,4,0,0,0,0,0,0,0,0,120,2,1,1952,465,179,0.975,0.967,0.033,21
10-66,0.086,0.029,0.029,0.029,0.114,0.057,0.114,0.114,0.257,0.114,0.057,0,0.857,0.029,0.114,0,3,0,0,0,1,0,0,0,1,4,2.5,12,1977.5,2694.5,653,1,1,0,35
10-67,0.127,0.091,0.036,0.073,0.073,0.145,0.091,0.091,0.055,0.073,0.055,0.091,0.764,0.091,0.145,0,4,0,1,0,0,0,1,0,0,59,2,1,1976,222,142,0.712,0.966,0.034,55
10-68,0.118,0.059,0,0,0,0.059,0.059,0.118,0.176,0.059,0.294,0.059,0.882,0.118,0,0,3,0,0,0,0,0,0,0,0,152,2,3,1974,287.5,177.5,0.98,1,0,17
10-69,0.093,0.047,0.163,0.023,0.163,0.023,0.116,0.093,0.023,0.186,0.047,0.023,0.488,0.116,0.395,0,3,0,0,0,1,0,0,0,1,343,2,2,1973,216,201,0.927,0.586,0.414,43
10-70,0.061,0.091,0,0.061,0.091,0.091,0.091,0.121,0.061,0.152,0.091,0.091,0.727,0,0.273,0,3,0,0,0,1,0,1,0,1,193,2,2,1966,223,211,0.927,1,0,33
10-71,0.03,0.03,0.091,0.03,0.061,0.061,0.152,0.121,0.121,0.091,0.03,0.182,0.848,0.091,0.061,0,3,0,1,0,0,0,1,0,0,219,2,2,1967,266,209,0.968,1,0,33
10-72,0.073,0.122,0.171,0.073,0.098,0.049,0.073,0.024,0.024,0.098,0.073,0.122,0.829,0.073,0.098,0,3,0,1,0,0,0,0,0,0,189,2,2,1968,266,208,1,1,0,41
10-73,0.111,0.111,0.111,0.222,0,0.111,0.111,0,0.111,0,0.111,0,0.444,0.111,0.444,0,3,0,0,0,0,0,0,0,0,68,2,3,1974.5,241.5,212,1,1,0,9
10-74,0,0.143,0.143,0.143,0.143,0.143,0.143,0,0.143,0,0,0,0.857,0.143,0,0,4,0,0,0,1,0,0,0,1,84,2,1,1968,208,210,0.714,0.548,0.452,7
10-75,0,0.043,0.087,0.087,0.043,0.174,0.13,0.087,0,0.087,0.087,0.174,0.783,0.087,0.13,0,3,0,0,0,0,0,0,0,0,261,2,2,1954,273,201,0.931,0.778,0.222,23
10-76,0.075,0.075,0.05,0.025,0.075,0.225,0.1,0.15,0.075,0.05,0.025,0.075,0.55,0.125,0.325,0,3,0,0,0,1,0,0,0,1,689,2,2,1959,222,197,0.756,0.97,0.03,40
10-77,0.063,0,0.063,0.125,0,0.125,0.063,0.125,0.188,0.063,0.125,0.063,0.438,0.125,0.438,0,2,0,0,0,0,0,0,0,0,245,2,2,1945,229,198,0.947,0.82,0.18,16
10-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1993,101.5,245,1,0.333,0.667,0
11-14,0,0.333,0,0,0,0,0,0,0.333,0.333,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,79,2,1,1981,605,143,1,1,0,3
11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2006.5,18833.5,201,0,1,0,0
11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2006,15495,201,0,1,0,0
11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1890,169654,492,1,1,0,0
11-18,0.333,0.333,0,0,0,0.333,0,0,0,0,0,0,0.667,0,0.333,0,4,0,0,0,0,0,0,0,0,2,2,1,1961,40359,123.5,0.5,1,0,3
11-19,0,0.111,0,0.444,0,0,0,0.111,0.222,0,0.111,0,0.667,0.222,0.111,0,4,0,0,0,0,0,0,0,0,1,1,1,1986,37167,201,0,1,0,9
11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1981,1432,138,1,1,0,0
11-22,0.077,0,0,0.077,0,0.077,0.154,0.077,0.154,0.154,0.077,0.154,1,0,0,0,3,0,0,0,0,0,0,0,0,107,2,1,1995,765,344,0.972,1,0,13
11-23,0,0,0,0,0,0,0.333,0,0.667,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,123,2,1,1972,697,249,0.992,1,0,3
11-24,0,0.6,0,0,0,0,0,0,0.2,0,0.2,0,0.6,0.2,0.2,0,3,0,0,0,0,0,0,0,0,130,2,1,1967,715,208.5,0.992,1,0,5
11-25,0,0,0,0.125,0.125,0,0.125,0.125,0.125,0.125,0.25,0,1,0,0,0,2,0,0,0,0,0,0,0,0,94,2,1,1967,722.5,206,0.979,1,0,8
11-26,0.1,0.1,0,0.1,0.1,0.3,0.1,0.1,0,0.1,0,0,0.9,0.1,0,0,2.5,0,0,0,0,0,0,0,0,80,2,1,1967,782,216.5,0.938,1,0,10
11-27,0,0.067,0.133,0.067,0.267,0.067,0.067,0,0,0.2,0.067,0.067,1,0,0,0,3,0,0,0,0,0,0,0,0,33,2,1,1966,752,162,0.879,1,0,15
11-28,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,14.5,0,0,0.5,0.5,0,0,0,0,62,2,1,1987,509,166,0.968,1,0,2
11-29,0,0.143,0.071,0.071,0.071,0.143,0.286,0,0.071,0.143,0,0,0.429,0,0.571,0,1,0,0,0,0,0,0,0,0,61,2,1,1959,240,165,0.934,0.328,0.672,14
11-30,0,0.1,0.1,0,0.1,0.2,0.1,0.2,0,0.1,0,0.1,0.6,0.1,0.3,0,3,0,0,0,0.5,0,0,0,0,91,2,1,1958,943,168,0.989,1,0,10
11-31,0.333,0.133,0.067,0.067,0,0.067,0.067,0,0,0.067,0.067,0.133,0.867,0.133,0,0,3,0,0,0,0,0,0,0,0,100,2,1,1959,880.5,139,0.99,1,0,15
11-32,0.25,0,0,0,0,0,0,0,0,0.5,0.25,0,1,0,0,0,3,0,0,0,0,0,0,0,0,129,2,1,1949,641,120,0.953,1,0,4
11-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1941,1864,130,1,1,0,0
11-34,0,0.167,0,0,0,0.167,0,0,0.167,0.333,0,0.167,0.667,0.167,0.167,0,3,0,0,0,0,0,0,0,0,121,2,1,1940,539,147,0.983,1,0,6
11-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,1,1945,1394,201,1,1,0,0
11-36,0,0,0.25,0,0,0,0,0.5,0.25,0,0,0,1,0,0,0,3,0,0,0,0.5,0,0,0,1,27,2,1,1957,1073,218,0.926,1,0,4
11-49,0,0,0,0,0.667,0,0,0.333,0,0,0,0,0,0.667,0.333,0,7,0,0,0,0,0,0,0,0,28,1,1,1931.5,1500.5,101.5,0.179,1,0,3
11-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1945,1202,85,0,1,0,0
11-58,0.143,0,0.143,0,0,0.143,0,0,0,0.429,0,0.143,0.857,0,0.143,0,4,0,0,0,0,0,0,0,0,75,2,1,1997,134,225,0.947,0.307,0.693,7
11-59,0,0.053,0.053,0.158,0.105,0.158,0.105,0.211,0,0.053,0.105,0,0.684,0.053,0.263,0,3,0,0,0,0,0,0,0,0,58,2,1,1974,135.5,201,0.862,0.345,0.655,19
11-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1908,49671,848,1,1,0,0
11-60,0.1,0.1,0.1,0,0,0.2,0.1,0,0.2,0.1,0,0.1,0.8,0.1,0.1,0,2,0,0,0,0,0,0,0,0.5,91,2,1,1957,108,201,0.879,0.187,0.813,10
11-61,0.053,0,0.158,0.053,0.105,0.105,0.105,0.105,0,0.211,0.105,0,0.368,0.211,0.421,0,3,0,0,0,1,0,0,0,0,175,2,1,1957,697,165,0.949,0.989,0.011,19
11-62,0.155,0.085,0.099,0.113,0.056,0.056,0.042,0.085,0.155,0.07,0.014,0.07,0.831,0.056,0.113,0,4,0,1,0,1,0,1,0,1,236,2,1,1955,449.5,195,0.962,0.822,0.178,71
11-63,0.192,0.154,0.038,0.077,0.077,0.115,0,0.038,0,0.231,0.077,0,0.731,0.115,0.154,0,3,0,0,0,1,0,0,0,1,181,2,1,1959,314,175,0.928,0.663,0.337,26
11-64,0.143,0,0,0,0,0.429,0,0.286,0,0,0.143,0,0.286,0,0.714,0,1,0,0,0,0,0,0,0,0,84,1.5,1,1997,242,181,0.988,0.429,0.571,7
11-65,0.07,0.053,0.018,0.07,0.123,0.158,0.123,0.123,0.053,0.123,0.018,0.07,0.842,0.07,0.088,0,3,0,1,0,0,0,1,0,0,228,2,1,2016,232,201,0.978,0.404,0.596,57
11-66,0.085,0.047,0.085,0.075,0.085,0.019,0.104,0.151,0.104,0.075,0.066,0.104,0.821,0.066,0.113,0,3,0,2,0,0,0,1,0,0,6,3,12,1985,2607,608.5,0.667,1,0,106
11-67,0.286,0,0.071,0.071,0.143,0,0.143,0,0.143,0.143,0,0,0.786,0,0.214,0,3,0,0,0,0,0,0,0,0,99,2,1,1968,576,173,0.788,1,0,14
11-68,0.034,0.069,0.069,0.034,0.034,0.103,0.172,0.138,0.069,0.241,0.034,0,0.724,0.069,0.207,0,3,0,0,0,0,0,0,0,0,200,2,2,1957.5,372,176.5,0.975,0.85,0.15,29
11-69,0,0.05,0.25,0,0.15,0.1,0.05,0.05,0.1,0.2,0,0.05,0.6,0.05,0.35,0,3,0,0,0,0.5,0,0,0,1,206,2,1,1976,230.5,201,0.573,0.617,0.383,20
11-70,0.143,0.029,0.057,0.114,0.143,0.114,0.029,0.171,0.086,0.029,0.029,0.057,0.571,0.086,0.343,0,3,0,0,0,0,0,0,0,0,219,2,1,1989,223,208,0.927,0.575,0.425,35
11-71,0.113,0.099,0.056,0.056,0.014,0.028,0.07,0.113,0.085,0.113,0.141,0.113,0.789,0.028,0.183,0,3,0,1,0,1,0,1,0,1,276,2,1,1999,93,223,0.862,0.457,0.543,71
11-72,0.074,0.185,0.148,0.037,0.037,0.074,0.037,0.111,0.037,0.148,0.037,0.074,0.556,0.185,0.259,0,3,0,0,0,0,0,0,0,1,260,2,2,1969,227.5,219,0.892,0.785,0.215,27
11-73,0.143,0.071,0.071,0.071,0.143,0.143,0.071,0,0.071,0.143,0,0.071,0.5,0.143,0.357,0,3,0,0,0,1,0,0,0,1,196,2,1,1979,243,201,0.949,0.694,0.306,14
11-74,0.053,0.105,0.316,0,0,0.053,0.053,0.053,0.053,0.211,0.053,0.053,0.842,0,0.158,0,3,0,0,0,0,0,0,0,0,514,2,1,1992,137,135,0.942,0.436,0.564,19
11-75,0,0.182,0,0.091,0,0.273,0,0.182,0.091,0.091,0,0.091,0.545,0.273,0.182,0,3,0,0,0,0,0,0,0,0,214,2,1,1973,203,153.5,0.981,0.72,0.28,11
11-76,0.118,0,0,0.118,0.235,0.176,0,0,0,0.176,0.176,0,0.471,0.353,0.176,0,3,0,0,0,0,0,0,0,0,413,2,2,1946,251,190,0.947,0.918,0.082,17
11-77,0.105,0.105,0.105,0.105,0,0.105,0.158,0.053,0,0.105,0.105,0.053,0.737,0.053,0.211,0,3,0,0,0,1,0,0,0,1,583,2,1,1953,174,201,0.868,0.6,0.4,19
11-78,0,0,0,0,0.2,0.067,0.133,0.267,0,0.067,0.2,0.067,0.4,0.067,0.533,0,1,0,0,0,0,0,0,0,0,161,2,2,1948,250,196,0.994,0.938,0.062,15
12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1984,571,91,1,1,0,0
12-14,0,0,0,0,0.667,0,0,0,0,0,0.333,0,0.667,0,0.333,0,3,0,0,0,0,0,0,0,0,155,2,1,1993,577,158,1,1,0,3
12-15,0,0,0,0,0,0,0.4,0,0,0.4,0,0.2,0.8,0,0.2,0,3,0,0,0,0,0,0,0,0,78,2,1,1993.5,607.5,177.5,0.923,1,0,5
12-19,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,2.5,0,0,0,0,0,0,0,0,1,1,1,2008,18517,201,0,1,0,2
12-20,0,0,0,0.4,0.4,0,0,0,0.2,0,0,0,0.2,0,0.8,0,2,0,0,0,0,0,0,0,0,5,2,1,1989,620,218,1,1,0,5
12-22,0.167,0,0,0,0,0.167,0,0,0.167,0.333,0,0.167,0.833,0,0.167,0,3,0,0,0,0,0,0,0,0,114,2,1,1992,853,299.5,0.965,1,0,6
12-23,0.267,0,0.133,0.067,0.067,0,0.133,0.067,0.2,0,0,0.067,0.933,0,0.067,0,3,0,0,0,0,0,0,0,0,104,2,1,1972,755,253,1,1,0,15
12-24,0,0.143,0,0,0,0,0.143,0.286,0.143,0.286,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,130,2,1,1967.5,732,227.5,1,1,0,7
12-25,0,0,0,0,0,0,0,0.333,0,0.333,0.333,0,0.667,0.333,0,0,3,0,0,0,0,0,0,0,0,265,2,1,1952,420,181,0.989,0.947,0.053,3
12-26,0.1,0,0,0,0.1,0.1,0.3,0.3,0,0.1,0,0,0.9,0.1,0,0,3,0,0,0,0,0,0,0,0,95,2,1,1967,802,222,0.989,1,0,10
12-27,0,0,0,0,0.333,0,0.333,0.333,0,0,0,0,0,0.333,0.667,0,4,0,0,0,0,0,0,0,0,94,1,1,1961,785,122,0.979,1,0,3
12-28,0.111,0,0,0.222,0.222,0,0,0.111,0.111,0.111,0,0.111,0.889,0,0.111,0,3,0,0,0,0,0,0,0,0,85,1,1,1955,836,105,0.941,1,0,9
12-29,0.176,0.176,0,0.059,0.059,0.059,0.118,0,0,0.118,0.059,0.176,0.824,0.059,0.118,0,3,0,0,0,0,0,0,0,0,123,2,1,1984,127,201,0.78,0.447,0.553,17
12-30,0,0.111,0.222,0,0.111,0.222,0.111,0.111,0.111,0,0,0,0.556,0,0.444,0,2,0,0,0,0,0,0,0,0,98,2,1,1998,195,260,0.592,0.255,0.745,9
12-31,0.2,0,0,0,0,0.1,0.1,0,0.3,0.2,0.1,0,0.9,0,0.1,0,3,0,0,0,0,0,0,0,0,62,2,1,1972,836,187.5,0.984,0.629,0.371,10
12-32,0,0.2,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0.4,0.4,0.2,0,4,0,0,0,0,0,0,0,0,90,2,1,1952,761,144.5,1,1,0,5
12-33,0.111,0.222,0.056,0.111,0.111,0.056,0.056,0.056,0.056,0.056,0.111,0,0.778,0,0.222,0,4,0,0,0,0,0,0,0,0,167,2,1,2007,137,201,0.575,0.353,0.647,18
12-34,0.5,0,0.25,0,0,0,0.25,0,0,0,0,0,1,0,0,0,2.5,0,0,0,0,0,0,0,0,120,2,1,1959,566.5,135.5,0.992,1,0,4
12-35,0.111,0,0.056,0.056,0,0.167,0.056,0.056,0.222,0.111,0.111,0.056,0.833,0.111,0.056,0,2,0,0,0,0,0,0,0,0,77,2,1,1946,1073,168,0.922,1,0,18
12-36,0,0,0.125,0,0.375,0,0.125,0,0,0.25,0.125,0,1,0,0,0,3,0,0,0,0,0,0,0,0,103,2,1,1960,715,164,1,1,0,8
12-37,0.25,0.083,0.083,0,0.083,0.083,0.083,0.083,0.042,0.042,0.167,0,1,0,0,0,3,0,0,0,0,0,0,0,0,87,2,1,1963,932,268,0.966,1,0,24
12-51,0.111,0.111,0.111,0,0.333,0.111,0,0,0.111,0.111,0,0,0.889,0.111,0,0,4,0,0,0,0,0,0,0,0,5,2,1,1991,1466,364,1,1,0,9
12-55,0,0,0,0,0,0,0.4,0.2,0,0,0.2,0.2,0.4,0.2,0.4,0,2,0,0,0,0,0,0,0,0,34,2,1,1951,492,146,0.971,1,0,5
12-56,0.25,0,0,0,0.125,0.25,0,0,0.125,0.125,0.125,0,0.75,0,0.25,0,3,0,0,0,0.5,0,0,0,0.5,72,2,1,1999,101,313,0.792,0.389,0.611,8
12-57,0.156,0.111,0.044,0,0.044,0.044,0.044,0.156,0.156,0.089,0.089,0.067,0.844,0.089,0.067,0,3,0,1,0,1,0,1,0,2,105,2,1,1948,590,201,0.857,0.952,0.048,45
12-58,0.137,0.098,0.176,0.039,0.118,0.059,0.137,0.059,0,0.078,0.039,0.059,0.922,0.02,0.059,0,4,0,1,0,0,0,1,0,0,230,2,1,1942.5,307,196,0.896,0.63,0.37,51
12-59,0.115,0.033,0.082,0.066,0.082,0.115,0.049,0.016,0.098,0.066,0.115,0.164,0.82,0.033,0.148,0,4,0,0,0,0,0,0,0,0,195,2,1,1993,135,201,0.949,0.497,0.503,61
12-6,0,0.118,0,0,0.059,0.176,0.118,0.235,0.059,0.059,0.118,0.059,1,0,0,0,3,0,0,0,0,0,0,0,0,11,2,1,1976,8854,463,0.909,1,0,17
12-60,0.036,0.018,0.089,0.143,0.161,0.036,0.089,0.143,0.089,0.089,0.071,0.036,0.679,0.036,0.286,0,3,0,1,0,1,0,1,0,0,326,2,1,2009,75,201,0.696,0.236,0.764,56
12-61,0.184,0.053,0.079,0.079,0.053,0.132,0.079,0.105,0.105,0.053,0.053,0.026,0.658,0.158,0.184,0,3,0,0,0,1,0,0,0,1,452,2,1,1989,221,201,0.872,0.5,0.5,38
12-62,0.093,0.093,0.093,0.116,0.163,0.093,0.07,0.047,0.116,0.047,0,0.07,0.512,0.186,0.302,0,3,0,1,0,2,0,1,0,1,239,2,2,1930,281,299,0.908,0.77,0.23,43
12-63,0.15,0.2,0.1,0,0.05,0.05,0.1,0,0.05,0.05,0.2,0.05,0.65,0.2,0.15,0,3,0,0,0,1,0,0,0,1,63,2,1,1948,240,201,0.683,0.571,0.429,20
12-64,0.2,0.3,0.1,0,0,0,0.1,0,0,0,0.2,0.1,0.7,0.1,0.2,0,4,0,0,0,0,0,0,0,0,102,2,1,1984,133.5,201,0.882,0.363,0.637,10
12-65,0.029,0.059,0.059,0.029,0.088,0.353,0.059,0.059,0.118,0.088,0.029,0.029,0.912,0.059,0.029,0,3,0,1,0,0,0,0,0,0,1,1,1,1957,14653,9109,0,1,0,34
12-66,0.071,0,0.071,0,0.107,0,0.179,0.143,0.143,0.107,0.071,0.107,0.679,0,0.321,0,3,0,0,0,0,0,0,0,0,59,2,1,1988,716,201,0,0.034,0.966,28
12-67,0.1,0.1,0.1,0,0.1,0,0.1,0.2,0.1,0.1,0,0.1,0.3,0.1,0.6,0,3,0,0,0,0.5,0,0,0,0.5,14,2,1.5,1956,418.5,201,0.5,1,0,10
12-68,0,0.182,0.364,0.091,0,0.091,0,0,0.182,0.091,0,0,0.636,0.091,0.273,0,4,0,0,0,0,0,0,0,0,141,2,2,1960,372,201,0.879,0.872,0.128,11
12-69,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,3,0,0,0.5,0.5,0,0,0,0,120,2,1,1979,216,145,0.942,0.767,0.233,2
12-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1977,15295,601,1,1,0,0
12-70,0.156,0.031,0.031,0.063,0.063,0.094,0.063,0.125,0.219,0.094,0.031,0.031,0.594,0.188,0.219,0,3,0,0,0,0,0,0,0,0,402,2,2,1968,225,212,0.998,0.975,0.025,32
12-71,0.105,0,0,0.053,0.105,0.105,0,0.105,0.263,0.105,0.158,0,0.421,0.105,0.474,0,3,0,0,0,1,0,0,0,2,162,2,3,1969,270,229,0.864,1,0,19
12-72,0.05,0,0,0.1,0.25,0.05,0.1,0.05,0.1,0.1,0,0.2,0.45,0.15,0.4,0,3,0,0,0,0,0,0,0,0,318,2,3,1970,281.5,232,0.997,1,0,20
12-73,0.071,0.143,0.036,0.107,0.179,0,0.036,0.071,0.179,0.036,0.071,0.071,0.643,0.143,0.214,0,3,0,0,0,0,0,0,0,0,226,2,2,1971.5,293.5,220,0.942,0.81,0.19,28
12-74,0.176,0.059,0.118,0,0.059,0,0.118,0.176,0,0.176,0.059,0.059,0.706,0.059,0.235,0,3,0,0,0,0,0,0,0,0,213,2,1,1979,244,149,0.977,0.756,0.244,17
12-75,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0,0,0.8,0,0.2,0,3,0,0,0,0,0,0,0,0,229,2,1,1983,119,201,0.926,0.284,0.716,5
12-76,0,0.056,0,0.056,0.167,0.222,0.056,0.111,0.056,0.111,0.167,0,0.5,0.111,0.389,0,2.5,0,0,0,0,0,0,0,0,144,2,2,1957,263,229,0.979,0.958,0.042,18
12-77,0,0,0.3,0,0,0.2,0,0.2,0.2,0.1,0,0,0.8,0.1,0.1,0,3,0,0,0,0,0,0,0,1,156,2,1,1956,375,153,0.987,1,0,10
12-78,0,0,0.056,0.056,0.056,0.056,0.222,0,0.111,0.167,0.056,0.222,0.5,0.167,0.333,0,3,0,0,0,0,0,0,0,0,352,1,1,1955,372,111.5,0.969,0.994,0.006,18
12-79,0,0,0,0,0,0.2,0,0,0.4,0.4,0,0,0.6,0,0.4,0,2,0,0,0,0,0,0,0,0,57,2,2,1944,351,182,1,1,0,5
13-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1983,578,93,1,1,0,0
13-14,0,0,0,0,0.333,0,0,0.667,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,138,2,1,1993,591,180,0.978,1,0,3
13-15,0.167,0,0.167,0,0,0.333,0,0,0,0,0.333,0,0.5,0.167,0.333,0,3,0,0,0,0,0,0,0,0,69,2,1,1997,574,193,1,1,0,6
13-19,0.333,0,0,0,0,0.333,0,0,0,0.333,0,0,0.667,0,0.333,0,3,0,0,0,0,0,0,0,0,81,2,1,1980,627,194,0.988,1,0,3
13-20,0,0,0.167,0,0.167,0.333,0,0,0,0,0,0.333,0.333,0.333,0.333,0,4,0,0,0,0,0,0,0,0,133,2,1,1987,598,199,0.992,1,0,6
13-21,0,0,0,0,0.167,0,0.333,0,0.167,0,0.167,0.167,1,0,0,0,2.5,0,0,0,0,0,0,0,0,37,2,1,2003,384,153,0.946,1,0,6
13-22,0,0.286,0.143,0,0.143,0,0.286,0,0,0.143,0,0,0.429,0,0.571,0,2,0,0,1,2,0,0,0,1,92,2,1,2006,557.5,201,0.967,0.478,0.522,7
13-23,0,0,0,0.5,0,0.25,0,0.25,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,145,2,1,1981,650,214,0.986,1,0,4
13-24,0.091,0,0,0.091,0,0.273,0.273,0.091,0.091,0,0.091,0,0.636,0,0.364,0,1,0,0,0,0,0,0,0,0,104,2,1,1974,724.5,199,1,1,0,11
13-25,0.182,0.091,0.091,0.091,0,0,0.091,0,0.182,0.091,0.182,0,1,0,0,0,2,0,0,0,0,0,0,0,0,91,2,1,1975,715,236,0.978,1,0,11
13-26,0,0.167,0,0.5,0,0,0,0.167,0,0.167,0,0,0.833,0,0.167,0,2.5,0,0,0,0,0,0,0,0,111,2,1,1973,797,201,0.991,1,0,6
13-27,0.167,0,0,0,0.167,0,0,0.167,0.167,0.167,0.167,0,0.833,0.167,0,0,3,0,0,0,0,0,0,0,0,111,2,1,1959,790,137,0.991,1,0,6
13-28,0.2,0,0.2,0,0,0,0.2,0,0.2,0.2,0,0,0.8,0,0.2,0,3,0,0,0,0,0,0,0,0,113,1,1,1956,781,113,0.991,1,0,5
13-29,0.083,0.083,0,0,0.083,0.083,0.167,0,0.25,0.083,0.167,0,0.917,0,0.083,0,2.5,0,0,0,0,0,0,0,0,88,2,1,1962,812,155.5,0.966,1,0,12
13-30,0.25,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0.75,0,0.25,0,2,0,0,0,0,0,0,0,0,78,2,1,1966,445,173,0.974,0.744,0.256,4
13-31,0,0,0,0,0,0,0,1,0,0,0,0,0.667,0.333,0,0,3,0,0,0,0,0,0,0,0,67,2,1,1967,650,211,0.985,1,0,3
13-32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,23,2,1,1982,710,206,0.87,1,0,1
13-33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0.5,0.5,0,0,0,0,0,0,23,1,1,1951,564,201,0.652,0.783,0.217,4
13-34,0,0.167,0.25,0.083,0.083,0.167,0,0,0,0.167,0.083,0,0.75,0,0.25,0,3,0,0,0,0,0,0,0,0,116,1,1,1940,691,123,0.966,1,0,12
13-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2,1,1951,1072,173,0.979,1,0,0
13-36,0.333,0.167,0,0,0,0,0,0,0.333,0,0,0.167,1,0,0,0,2,0,0,0,0,0,0,0,0,139,2,1,1955,697,157,0.978,1,0,6
13-37,0,0.167,0.167,0,0,0.167,0,0,0.333,0.167,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,126,2,1,1951,765.5,144.5,0.992,1,0,6
13-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1963,3039,402,1,1,0,0
13-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1989,1655,201,0.857,1,0,0
13-45,0.143,0,0.143,0,0,0.286,0.143,0.143,0,0,0.143,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,2,1,1968.5,2293.5,543.5,0.5,1,0,7
13-46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,2,1,1981,1014,155,1,1,0,1
13-47,0.056,0.056,0.056,0,0.111,0.056,0.111,0.222,0.111,0.111,0.056,0.056,0.944,0,0.056,0,3,0,0,0,0,0,0,0,0,45,2,1,1968,1033,201,0.933,1,0,18
13-48,0.143,0.143,0.143,0,0,0,0.286,0,0.143,0.143,0,0,0.857,0,0.143,0,3,0,0,0,0,0,0,0,0,80,2,1,1980,865,224.5,1,1,0,7
13-49,0,0.167,0,0,0,0.333,0.167,0,0,0.167,0,0.167,0.667,0.333,0,0,3,0,0,0,0,0,0,0,0,165,2,1,1999,202,188,0.939,0.297,0.703,6
13-50,0.135,0.038,0.077,0.096,0.096,0.096,0.058,0.096,0.038,0.038,0.096,0.135,0.846,0.038,0.115,0,4,0,0,0,0,0,0,0,0,307,2,1,2010,64,201,0.782,0.345,0.655,52
13-51,0,0,0,0.333,0,0,0,0,0.667,0,0,0,0.667,0.333,0,0,3,0,0,0,0,0,0,0,0,118,1,1,1953,664.5,151,0.958,1,0,3
13-52,0.25,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0.75,0,0.25,0,2.5,0,0,0,0,0,0,0,0,84,1,1,1954.5,562,126.5,0.964,1,0,4
13-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,2,1,1990,76,201,0.817,0.14,0.86,0
